,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
1085,NOM022_GL0035347,Prevotella,K02967,614080000,0,77345000,0
1086,T2D-150A_GL0087125,Prevotella,K02967,178240000,0,7204100,0
1087,O2.UC50-0_GL0278171,Faecalibacterium,K01480,5733500,15097000,0,0
1088,MH0010_GL0045444,Faecalibacterium,K25026,34334000,14793000,6134900,0
1089,MH0161_GL0153000,Faecalibacterium,K25026,230810000,36260000,190220000,0
1090,MH0244_GL0129279,Faecalibacterium,K25026,17760000,0,42677000,0
1091,MH0025_GL0052595,Bacteroides,K02986,4577200000,7101900000,4459100000,2414700000
1092,N017A_GL0083321,Bacteroides,K02986,0,0,0,0
1093,N082A_GL0009001,Bacteroides,K02986,0,0,182260000,15636000
1094,O2.UC41-0_GL0057574,Bacteroides,COG4219,0,0,9954000,0
1095,DOM022_GL0002018,Prevotella,K00134,31008000,9757600,0,13406000
1096,MH0127_GL0067826,Coprococcus,K00134,93888000,512520000,79250000,48745000
1097,V1.UC31-0_GL0027442,Coprococcus,K00134,92541000,450500000,41881000,64019000
1098,MH0415_GL0079754,Anaerotruncus,K00134,29324000,0,16071000,0
1099,V1.FI07_GL0144645,Blautia,K00134,2369700000,620500000,1887200000,103140000
1100,MH0012_GL0097328,Bacteroides,COG3292,2390300,12320000,8483400,0
1101,MH0321_GL0022295,Bacteroides,K04771,0,0,0,294410000
1102,V1.FI18_GL0054452,Bilophila,K01915,8619400,257970000,0,0
1103,MH0076_GL0062683,Bacteroides,K21572,0,3065700,42018000,15802000
1104,MH0179_GL0034172,Bacteroides,K21572,230460000,2030000,58882000,3559800000
1105,MH0364_GL0101039,Ruminococcus,K00134,2101000000,6055600000,1818600000,2444000000
1106,MH0253_GL0220966,Bacteroides,COG4206,0,0,31651000,104330000
1107,MH0002_GL0052113,Bacteroides,COG1649,852940000,393050000,326620000,426250000
1108,O2.UC37-0_GL0057010,Bacteroides,COG1649,0,0,4497600,23957000
1109,O2.UC19-2_GL0094248,Bacteroides,COG0457,2157500000,2464800000,1718300000,1628100000
1110,O2.UC19-2_GL0049730,Bacteroides,COG0457,98719000,0,4344100,3419400000
1111,O2.UC48-2_GL0046553,Bacteroides,COG0457,450020000,0,625620000,0
1112,MH0009_GL0034627,Prevotella,K02557,638710000,0,37234000,3413900
1113,MH0054_GL0009723,Bacteroides,,0,0,5026200,335590000
1114,MH0004_GL0022559,Bacteroides,K01813,348370000,545190000,80725000,482800000
1115,MH0025_GL0039696,Oscillibacter,K01035,0,19443000,10049000,0
1116,MH0002_GL0018030,Bacteroides,COG0457,381600000,280270000,159410000,170140000
1117,T2D-135A_GL0002475,Bacteroides,COG0457,15160000,18571000,0,10860000
1118,MH0247_GL0114540,Bilophila,K04027,0,737470000,13623000,7264700
1119,MH0245_GL0124352,Bacteroides,COG0204,8047100,0,26698000,11781000
1120,MH0150_GL0110805,Sutterella,K00937,18168000,3848800,39858000,14137000
1121,DLM023_GL0049520,Faecalibacterium,K03043,63989000,62097000,18655000,0
1122,MH0236_GL0091042,Faecalibacterium,K03043,25146000,45432000,0,0
1123,MH0302_GL0050237,Faecalibacterium,K03043,61481000,48420000,116120000,0
1124,MH0462_GL0130961,Faecalibacterium,K03043,26952000,24133000,30494000,0
1125,NLM031_GL0041621,Faecalibacterium,K03043,72205000,0,0,0
1126,O2.UC15-0_GL0105217,Faecalibacterium,K03043,23736000,61771000,31878000,0
1127,O2.UC43-1_GL0103891,Faecalibacterium,K03043,14712000,0,31517000,0
1128,O2.UC46-1_GL0085992,Faecalibacterium,K03043,2717200000,3258000000,1574600000,115640000
1129,V1.CD18-3_GL0016916,Faecalibacterium,K03043,119670000,26676000,4973400,10325000
1130,V1.CD22-0_GL0183875,Faecalibacterium,K03043,8115000,4450600,0,0
1131,MH0066_GL0011671,Bacteroides,COG0457,2213600000,4354500000,345720000,5564200000
1132,MH0016_GL0020308,Bacteroides,COG2315,0,3011200,0,0
1133,MH0020_GL0003273,Clostridium,K07137,757970000,407330000,266710000,27072000
1134,O2.UC20-1_GL0029508,Clostridium,COG4577,71538000,7743500,40349000,1175100
1135,V1.CD32-0_GL0165052,Bacteroides,K01181,4536900,14461000,0,240970000
1136,MH0406_GL0030117,Eubacterium,K05878,19065000,2617700,88708000,15119000
1137,MH0013_GL0037171,Bacteroides,COG0204,8908700,2360200,6487600,35840000
1138,V1.CD38-0_GL0047566,Bacteroides,COG0204,0,0,0,12033000
1139,O2.UC24-1_GL0050606,Catenibacterium,K15580,18817000,8052300,6820100,0
1140,702446.CUU_1420,Bacteroides,K05807,223330000,235890000,191680000,268720000
1141,V1.CD42-0_GL0072849,Bacteroides,K14652,135950000,22870000,40040000,336880000
1142,MH0230_GL0085706,Alistipes,K02121,269720000,581530000,81433000,8716800
1143,MH0067_GL0063352,Parabacteroides,K06001,49222000,0,6956900,13170000
1144,MH0265_GL0130951,Bacteroides,K05807,0,0,0,91413000
1145,MH0001_GL0009320,Prevotella,K02357,2867900000,20436000,190190000,2967000
1146,V1.FI03_GL0126081,Bacteroides,K00134,2111300000,10204000000,5190500000,2619500000
1147,V1.CD18-0_GL0083577,Bacteroides,K21572,8320000000,11515000000,195510000,4023900000
1148,V1.UC5-0_GL0105724,Bacteroides,K01738,69221000,32307000,49614000,304230000
1149,MH0239_GL0151466,Tannerella,,49647000,0,423750000,0
1150,MH0142_GL0099571,Bacteroides,K01738,6386500,3972500,1485600,263090000
1151,MH0267_GL0151679,Bacteroides,K01738,0,0,0,26596000
1152,N049A_GL0091977,Bacteroides,K01738,0,0,0,14158000
1153,MH0092_GL0049358,Bacteroides,K01738,0,0,2559800,14799000
1154,MH0003_GL0031740,Bacteroides,K04771,1631600000,1649500000,683470000,1042600000
1155,MH0012_GL0070784,Bacteroides,K04771,15853000,5795500,9366700,11098000
1156,MH0098_GL0102274,Faecalibacterium,K00134,435020000,696860000,4620900,0
1157,MH0335_GL0023398,Faecalibacterium,K00134,1573500000,2019500000,322680000,120210000
1158,O2.UC46-1_GL0138561,Faecalibacterium,K00134,11764000000,13664000000,2903200000,1289900000
1159,MH0037_GL0038881,Bacteroides,COG2885,30161000,0,0,2515500
1160,T2D-76A_GL0077041,Holdemanella,COG3444,2176400,8591400,61484000,0
1161,O2.UC8-1_GL0113784,Ruminococcus,K03531,3973400,37948000,0,0
1162,NLF011_GL0045999,Bacteroides,K01915,160690000,331720000,86153000,48977000
1163,MH0127_GL0098631,Coprococcus,K03300,0,27903000,0,5976200
1164,O2.UC7-0_GL0150791,Bacteroides,,0,0,25711000,11528000
1165,MH0150_GL0080983,Desulfovibrio,K00927,0,0,3740700,0
1166,O2.UC46-2_GL0060868,Alistipes,COG0457,226140000,516460000,105120000,7110800
1167,SZEY-10A_GL0092105,Lachnoclostridium,K10439,0,3641300,6422000,649020000
1168,HT8A_GL0053911,Bifidobacterium,K02926,67850000,147570000,3292900,0
1169,MH0127_GL0025496,Faecalibacterium,K00927,8865000,25997000,13543000,1647700
1170,MH0187_GL0059031,Faecalibacterium,K00927,469970000,305440000,232910000,0
1171,MH0271_GL0110519,Faecalibacterium,K00927,0,0,95191000,0
1172,MH0284_GL0047781,Faecalibacterium,K00927,5763200000,6072300000,3282900000,368170000
1173,O2.UC37-1_GL0134749,Faecalibacterium,K00927,324720000,494520000,218700000,0
1174,O2.UC15-2_GL0017127,Dorea,K00927,114790000,40130000,250640000,0
1175,411467.BACCAP_04436,Pseudoflavonifractor,K00244,0,49255000,0,0
1176,O2.UC21-1_GL0105214,Blautia,K02190,4043300000,1228600000,1943600000,238220000
1177,N037A_GL0017106,Faecalibacterium,COG3679,0,16523000,0,0
1178,T2D-126A_GL0050311,Faecalibacterium,COG3679,42341000,42937000,11287000,16028000
1179,MH0137_GL0034447,Bacteroides,K03585,82353000,24756000,31738000,672230000
1180,V1.FI04_GL0102960,Bacteroides,K03585,871610000,555500000,191330000,964940000
1181,V1.FI13_GL0087576,Collinsella,COG0744,0,12276000,0,0
1182,MH0328_GL0157502,Ruminococcus,K08483,0,378090000,3704200,3116500
1183,MH0052_GL0003767,Bacteroides,K03522,0,0,0,21803000
1184,MH0107_GL0093675,Bacteroides,K03522,0,0,9765100,0
1185,N103A_GL0103271,Alistipes,K03522,229290000,269200000,87163000,19268000
1186,MH0031_GL0025195,Prevotella,K03522,80465000,0,17108000,36003000
1187,MH0002_GL0012001,Alistipes,COG5107,3153900,53842000,1726000,0
1188,MH0332_GL0042711,Alistipes,COG5107,0,0,42948000,0
1189,MH0336_GL0091014,Coprococcus,COG2025,268360000,202530000,396660000,0
1190,MH0184_GL0052558,Bacteroides,K01955,0,0,38077000,10089000
1191,MH0321_GL0119877,Bacteroides,K01955,0,5234200,4056200,96705000
1192,MH0003_GL0108857,Bacteroides,COG3507,3798800,55298000,0,166690000
1193,MH0010_GL0025642,Bacteroides,K00048,10401000,0,63160000,4207900
1194,MH0375_GL0001763,Bacteroides,K00048,541730000,402710000,500900000,410210000
1195,MH0095_GL0066391,Bacteroides,K12257,134010000,1921300000,42036000,4866200
1196,N087A_GL0025903,Bacteroides,K12257,0,0,0,32110000
1197,O2.UC35-1_GL0077274,Bacteroides,K12257,27473000,386910000,0,0
1198,SZEY-10A_GL0075822,Lachnoclostridium,K03043,0,0,0,57079000
1199,O2.UC15-1_GL0063817,Dorea,K03043,44017000,36420000,164230000,2628900
1200,SZEY-48A_GL0004418,Roseburia,K01624,23159000,5540800,0,0
1201,V1.UC50-1_GL0009293,Collinsella,K08302,22748000,0,0,10602000
1202,T2D-135A_GL0072431,Bacteroides,COG1597,23927000,38939000,21732000,16985000
1203,MH0045_GL0046626,Ruminococcus,K00615,57269000,64433000,0,0
1204,MH0453_GL0061677,Coprococcus,K04043,891640000,859640000,196960000,101430000
1205,764447348-stool2_revised_C771239_1_gene13510,Anaerotruncus,K04027,88252000,223590000,122130000,769720
1206,MH0330_GL0112139,Roseburia,COG4577,9009300,2573900,0,0
1207,MH0001_GL0001947,Prevotella,K25026,350520000,5170400,3973900,0
1208,O2.UC28-1_GL0096619,Coprococcus,K01591,77930000,173080000,56605000,100830000
1209,MH0370_GL0052733,Collinsella,K01624,51714000,147950000,31104000,17103000
1210,O2.UC12-1_GL0041048,Collinsella,K01624,282190000,627330000,70905000,14942000
1211,T2D-73A_GL0006843,Sutterella,,84211000,0,0,0
1212,MH0193_GL0089281,Roseburia,K04077,0,0,0,24687000
1213,V1.FI36_GL0191357,Bilophila,K04077,22477000,2352500000,528770000,0
1214,MH0230_GL0042714,Subdoligranulum,K04077,20280000,797440000,3216100,0
1215,MH0350_GL0116402,Subdoligranulum,K04077,5897500,8447100,0,0
1216,V1.FI09_GL0008477,Simiduia,K04077,0,9512300,0,0
1217,NOM009_GL0104721,Collinsella,COG0426,17017000,52457000,0,0
1218,O2.UC6-0_GL0082980,Collinsella,COG0426,6403100,8332800,0,0
1219,MH0006_GL0158858,Alistipes,K01869,25277000,43555000,6502400,0
1220,158458797-stool1_revised_scaffold4609_1_gene101350,Alistipes,K01869,9031900,14726000,5169000,0
1221,MH0012_GL0233737,Dorea,K00926,9189700,15852000,0,0
1222,MH0211_GL0062027,Dorea,K00926,0,1576500,179580000,1337900
1223,445972.ANACOL_00709,Anaerotruncus,K11751,3674700,2179100,0,23330000
1224,O2.UC41-0_GL0164233,Bacteroides,K00525,3113700,51820000,64580000,57500000
1225,O2.UC36-0_GL0142010,Butyricicoccus,K21071,81376000,12051000,12566000,13692000
1226,MH0019_GL0034791,Bacteroides,K12257,276900000,169780000,211810000,13090000
1227,MH0359_GL0131096,Bacteroides,K12257,366680000,344820000,214820000,0
1228,159632143-stool1_revised_scaffold17735_1_gene1305,Bacteroides,K12257,479480000,185870000,467940000,166260000
1229,MH0012_GL0014676,Bacteroides,K12257,41758000,6015700,86551000,0
1230,MH0177_GL0073815,Bacteroides,K12257,21526000,0,8471200,198610000
1231,N020A_GL0119111,Bacteroides,K12257,8261500,70841000,0,2285500
1232,NOF002_GL0019961,Bacteroides,K12257,2604400,0,2917300,7706700
1233,T2D-176A_GL0057367,Bacteroides,K12257,2830800000,1900500000,2614600000,4720000000
1234,V1.CD46-0_GL0144061,Coprococcus,K00615,36297000,119840000,43215000,32962000
1235,V1.UC64-0_GL0062510,Coprococcus,K00615,23656000,0,12658000,12510000
1236,MH0122_GL0006902,Faecalibacterium,COG3027,4790600,22474000,33084000,0
1237,MH0009_GL0050391,Alistipes,K01624,78114000,21301000,116530000,0
1238,MH0443_GL0132596,Alistipes,K01624,8011100,0,28066000,0
1239,V1.FI18_GL0067677,Parabacteroides,K02005,25556000,0,0,0
1240,MH0199_GL0146261,Bilophila,K03286,0,1096000000,16419000,0
1241,O2.UC46-1_GL0051647,Faecalibacterium,K02563,21250000,105430000,31932000,9433800
1242,V1.UC38-4_GL0019601,Flavonifractor,K00930,0,7621600,0,27374000
1243,V1.UC54-4_GL0055338,Blautia,K10559,424590000,17153000,379770000,39732000
1244,MH0305_GL0103620,Oscillibacter,K00831,7520500,387370000,4002900,147690000
1245,MH0318_GL0184362,Oscillibacter,K00831,0,13677000,0,0
1246,MH0221_GL0001707,Lachnoclostridium,K01646,4633200,17162000,6281300,225890000
1247,MH0188_GL0121394,Collinsella,COG4980,71512000,146540000,12225000,0
1248,MH0038_GL0003680,Bacteroides,K03585,51131000,1059300000,0,49626000
1249,V1.CD31-0_GL0122276,Bacteroides,K03585,0,220340000,1586800,0
1250,158458797-stool1_revised_C1284260_1_gene54052,Faecalibacterium,K04077,38296000,12285000,0,0
1251,MH0012_GL0070194,Faecalibacterium,K04077,0,5341900,7306200,0
1252,MH0062_GL0073593,Faecalibacterium,K04077,31887000,130290000,14802000,2672700
1253,MH0150_GL0034268,Faecalibacterium,K04077,309050000,78464000,4854000,52424000
1254,MH0187_GL0037607,Faecalibacterium,K04077,418440000,159630000,372780000,0
1255,MH0187_GL0105136,Faecalibacterium,K04077,50759000,1402200000,20097000,117820000
1256,MH0233_GL0053893,Faecalibacterium,K04077,4001400000,4317600000,2597600000,702710000
1257,MH0272_GL0195525,Faecalibacterium,K04077,42827000,0,37964000,4459100
1258,MH0275_GL0158759,Faecalibacterium,K04077,364350000,404200000,127300000,0
1259,MH0287_GL0152146,Faecalibacterium,K04077,33330000,113130000,38950000,6280300
1260,MH0415_GL0147221,Faecalibacterium,K04077,8735300,10116000,40302000,0
1261,NLM031_GL0047479,Faecalibacterium,K04077,204520000,209180000,275740000,0
1262,717962.CC1_16210,Coprococcus,K00248,889900000,203020000,194430000,4877100
1263,MH0336_GL0087871,Coprococcus,K00248,5698800,39258000,75136000,0
1264,T2D-135A_GL0117296,Bacteroides,K01847,6201700000,5246300000,2122800000,3007600000
1265,O2.UC7-0_GL0153490,Bacteroides,COG3485,18803000,254390000,117130000,107070000
1266,MH0067_GL0002327,Parabacteroides,COG1262,26695000,0,0,0
1267,MH0360_GL0103399,Bacteroides,,87867000,56149000,143560000,0
1268,MH0002_GL0045013,Alistipes,K00648,45810000,115140000,18377000,12968000
1269,O2.UC37-2_GL0046290,Bacteroides,K01262,156300000,274040000,96469000,95949000
1270,O2.UC38-1_GL0175683,Butyricicoccus,K01006,33679000,2616700,7559500,5521100
1271,MH0101_GL0044246,Bacteroides,K12257,0,0,681510000,237240000
1272,MH0236_GL0085069,Clostridium,COG4221,14347000,199340000,3275000,3888300
1273,DOM017_GL0050578,Bacteroides,COG3391,183180000,146550000,1541500,474500000
1274,MH0041_GL0068638,Bacteroides,COG3391,0,0,0,75608000
1275,MH0092_GL0056568,Bacteroides,COG3391,0,0,0,23468000
1276,MH0287_GL0124457,Blautia,K18332,562100000,151380000,148880000,7554300
1277,O2.UC11-1_GL0184143,Dorea,K02123,104150000,36764000,207040000,22867000
1278,O2.UC13-1_GL0156788,Faecalibacterium,COG0761,0,204420000,54971000,41951000
1279,O2.UC11-1_GL0105064,Dorea,K18332,90915000,31805000,144500000,41757000
1280,O2.CD3-0-PT_GL0028356,Bacteroides,K02864,4138500,0,47171000,0
1281,MH0076_GL0067669,Bacteroides,K02864,1224100000,125820000,829370000,1387400000
1282,SZEY-101A_GL0069533,Bacteroides,K02864,1063000000,122660000,700890000,24005000
1283,MH0047_GL0000658,Bacteroides,K02864,3353200000,2891900000,2803800000,1800100000
1284,765701615-stool1_revised_C1271212_1_gene186533,Prevotella,K02864,282760000,190300000,195610000,176060000
1285,DOM012_GL0071531,Prevotella,K02864,447250000,5568500,7149300,17334000
1286,V1.CD6-0-PT_GL0194774,Prevotella,K02864,578940000,0,11174000,0
1287,553171.HMPREF0648_1566,Prevotella,K01955,0,32434000,0,7257000
1288,MH0031_GL0039256,Prevotella,K01955,391620000,0,4223600,1451000
1289,NOM022_GL0023391,Prevotella,K01955,51854000,26844000,0,42497000
1290,T2D-105A_GL0040856,Bacteroides,K01955,0,30396000,8280100,5672700
1291,MH0083_GL0037893,Faecalibacterium,K00615,105000000,29049000,0,0
1292,MH0002_GL0066424,Alistipes,COG4771,24578000,117590000,34511000,0
1293,V1.UC39-4_GL0152978,Parabacteroides,K21572,308320000,0,88256000,0
1294,MH0452_GL0248796,Collinsella,K00615,43601000,0,0,0
1295,O2.UC24-2_GL0076273,Collinsella,K00615,25300000,119340000,12289000,8721400
1296,MH0462_GL0017047,Clostridium,K02057,0,34295000,0,0
1297,MH0244_GL0051553,Alistipes,,46237000,395420000,17136000,0
1298,MH0092_GL0126102,Parabacteroides,K01955,415090000,207700000,27786000,0
1299,O2.UC48-0_GL0283946,Blautia,K00179,22833000,444080000,0,0
1300,DLF013_GL0052206,Faecalibacterium,K03737,150500000,164870000,6011600,0
1301,457395.BSBG_01576,Bacteroides,COG4771,66680000,80284000,133260000,255860000
1302,MH0287_GL0177652,Faecalibacterium,K03431,10747000,111940000,6571500,2599500
1303,MH0454_GL0095947,Faecalibacterium,K03431,0,5364900,0,0
1304,O2.UC4-2_GL0134582,Faecalibacterium,K03431,6460900,13804000,4560400,2540900
1305,V1.FI28_GL0041281,Faecalibacterium,K12506,0,26162000,6896100,0
1306,706846339-stool1_revised_scaffold24551_2_gene53753,Faecalibacterium,,13289000,4829400,0,0
1307,158499257-stool2_revised_scaffold69376_1_gene48302,Bacteroides,K03070,164850000,54975000,74822000,211010000
1308,765074482-stool2_revised_scaffold18194_1_gene44732,Bacteroides,K03070,160040000,979390000,127310000,186510000
1309,MH0013_GL0016213,Bacteroides,K03070,39126000,7560600,19231000,0
1310,MH0236_GL0046873,Bacteroides,K03070,18525000,31013000,19941000,233620000
1311,DLM027_GL0029607,Faecalibacterium,K14170,6254400,1947200,0,0
1312,MH0028_GL0067445,Bacteroides,COG4773,0,0,55257000,457330000
1313,MH0006_GL0024553,Clostridium,K04072,4556100,9951600,4641100,0
1314,MH0193_GL0111985,Clostridium,K04072,32165000,44054000,44825000,40463000
1315,MH0251_GL0181826,Clostridium,K04072,6904900,224650000,16304000,0
1316,V1.CD17-4_GL0002026,Eubacterium,K04072,49455000,192160000,56444000,17426000
1317,MH0105_GL0034973,Parabacteroides,,0,0,62311000,0
1318,MH0108_GL0009794,Parabacteroides,,351440000,3383100,1823400,0
1319,MH0013_GL0001121,Bacteroides,K01890,3177400,9338400,25321000,0
1320,MH0101_GL0021291,Bacteroides,K01890,0,0,20292000,0
1321,MH0017_GL0016081,Faecalibacterium,COG1102,21553000,42383000,17976000,0
1322,MH0276_GL0240416,Faecalibacterium,COG1102,121430000,403990000,190960000,34534000
1323,O2.UC59-0_GL0094987,Faecalibacterium,COG1102,43096000,35876000,3586000,0
1324,T2D-106A_GL0017682,Faecalibacterium,COG1102,69846000,58185000,43713000,5571500
1325,V1.UC63-0_GL0074317,Bacteroides,K03616,0,0,0,46051000
1326,MH0092_GL0097242,Faecalibacterium,K01810,72924000,21480000,0,0
1327,MH0183_GL0129750,Faecalibacterium,K01810,119560000,52206000,22133000,0
1328,MH0187_GL0059024,Faecalibacterium,K01810,216540000,57163000,261890000,1725800
1329,MH0244_GL0087606,Faecalibacterium,K01810,139440000,99598000,227110000,0
1330,MH0276_GL0218662,Faecalibacterium,K01810,1132100000,1427800000,929390000,77453000
1331,MH0369_GL0032418,Faecalibacterium,K01810,9983900,4032400,19782000,5313700
1332,N088A_GL0125166,Faecalibacterium,K01810,11563000,25071000,0,0
1333,NLM031_GL0022560,Faecalibacterium,K01810,37359000,82937000,19595000,0
1334,MH0004_GL0005050,Bacteroides,K15633,0,20992000,56924000,70740000
1335,V1.FI07_GL0125683,Bacteroides,K15633,14501000,101820000,0,0
1336,T2D-19A_GL0057862,Lachnoclostridium,K07816,0,0,0,13433000
1337,MH0203_GL0187696,Bacteroides,K07138,0,17013000,22304000,2163100
1338,T2D-178A_GL0007164,Bacteroides,K07138,14529000,153260000,3834300,71388000
1339,MH0013_GL0028072,Bacteroides,K15633,204310000,90385000,104130000,59707000
1340,MH0003_GL0031873,Bacteroides,K15633,0,0,7968700,511670000
1341,NOM023_GL0009404,Bacteroides,K15633,0,0,11178000,9611800
1342,MH0094_GL0021252,Bacteroides,K15633,10064000,6049000,23015000,0
1343,O2.UC32-0_GL0051137,Bifidobacterium,K01804,79363000,705310000,2634100,0
1344,MH0188_GL0128720,Bifidobacterium,K01804,0,127490000,0,0
1345,V1.FI07_GL0148337,Faecalibacterium,K01925,35419000,0,0,0
1346,MH0131_GL0169068,Collinsella,K00003,60513000,184620000,13633000,261730000
1347,MH0003_GL0062561,Ruminococcus,K02357,77916000,730260000,3037100,14960000
1348,MH0063_GL0001538,Prevotella,K00948,87300000,0,1845500,0
1349,NOM017_GL0015701,Alistipes,K00175,206780000,91720000,29747000,9996800
1350,V1.UC50-1_GL0158229,Collinsella,K00134,151210000,0,0,9651100
1351,V1.UC31-0_GL0092569,Collinsella,K00134,310650000,0,0,0
1352,V1.UC44-0_GL0050268,Collinsella,K00134,320400000,106040000,134580000,79213000
1353,MH0002_GL0031887,Subdoligranulum,K01810,19653000,249180000,10878000,11729000
1354,MH0015_GL0002550,Faecalibacterium,K01808,25936000,7135400,0,0
1355,MH0008_GL0025388,Bacteroides,K01951,584230000,732000000,387530000,196790000
1356,MH0002_GL0001650,Alistipes,,19759000,434680000,0,16525000
1357,MH0403_GL0137899,Bacteroides,K21573,0,0,0,34773000
1358,MH0321_GL0030085,Bacteroides,K00655,29962000,31605000,21800000,8496900
1359,O2.UC8-0_GL0018612,Bacteroides,,0,7424300,2145400,119570000
1360,457394.BSFG_00862,Bacteroides,K00645,1062500000,1465600000,959290000,647740000
1361,NOF013_GL0032550,Bacteroides,K00645,0,0,0,44330000
